,title,year,hour,time,type
17556,duolinnnngo,2018,19,191855,like
17557,rachel.sands27,2018,19,191759,like
17558,hummusmem3s,2018,22,220058,like
17559,flotrack,2018,20,202131,like
17560,aryiafarnworth,2018,20,202102,like
17561,flotrack,2018,18,183055,like
17562,emmahalseth,2018,18,183030,like
17563,ellhegs,2018,18,183004,like
17564,memegirlclub,2018,15,155247,like
17565,taylorswift,2018,15,155219,like
17566,alexipappas,2018,15,154752,like
17567,flotrack,2018,3,35310,like
17568,onthebookshelf,2018,3,34941,like
17569,shalaneflanagan,2018,2,23339,like
17570,rowanblanchard,2018,2,23134,like
17571,taylorswift,2018,2,21605,like
17572,maddieziegler,2018,2,21021,like
17573,jocelyn.todd,2018,2,20938,like
17574,flotrack,2018,2,20456,like
17575,montanagriztf,2018,2,20410,like
17576,mshschoirmemes,2018,1,15018,like
17577,mountsikeyclub,2018,1,15010,like
17578,fitnesssaunders,2018,1,14924,like
17579,oliviabynature,2018,19,192804,like
17580,flotrack,2018,18,180336,like
17581,nikeportlandxc,2018,18,180320,like
17582,kamalaharris,2018,18,180211,like
17583,carlylame,2018,18,180205,like
17584,olivia_fraser,2018,17,174607,like
17585,ellhegs,2018,17,174133,like
17586,amberunz,2018,17,174114,like
17587,madyreed5,2018,23,235456,like
17588,wiaawa,2018,23,235410,like
17589,cassjarchow,2018,23,234248,like
17590,mshschoirmemes,2018,23,234231,like
17591,maddieziegler,2018,19,192356,like
17592,flotrack,2018,19,192348,like
17593,nikeportlandxc,2018,13,131627,like
17594,mshschoirmemes,2018,3,31759,like
17595,mad.mell,2018,20,200627,like
17596,memegirlclub,2018,0,1300,like
17597,demetriusharmon,2018,0,1145,like
17598,nikeportlandxc,2018,0,944,like
17599,jessicaclements,2018,19,193017,like
17600,robinbone,2018,0,127,like
17601,amberunz,2018,0,22,like
17602,jennyymccall,2018,14,140709,like
17603,sarahbcoz,2018,4,45907,like
17604,oneloveactivism,2018,0,4439,like
17605,milavels,2018,0,4142,like
17606,sophieeefoug,2018,0,24,like
17607,oliviabynature,2018,19,190933,like
17608,bellas_2nd2nd_account,2018,19,190918,like
17609,callmemedaddy,2018,16,164751,like
17610,memegirlclub,2018,16,163315,like
17611,amanhasapresident,2018,16,161607,like
17612,morgan.wood39,2018,16,160426,like
17613,bellas_2nd2nd_account,2018,15,154200,like
17614,aryiafarnworth,2018,4,40602,like
17615,petrichara,2018,3,34104,like
17616,flotrack,2018,1,13034,like
17617,milesplit,2018,1,12930,like
17618,uwtrack,2018,1,12747,like
17619,nikeportlandxc,2018,1,12726,like
17620,thisisnotjillian,2018,19,195024,like
17621,fitnesssaunders,2018,19,190103,like
17622,mountsikeyclub,2018,19,190021,like
17623,flotrack,2018,14,145911,like
17624,flotrack,2018,14,145838,like
17625,flotrack,2018,14,145745,like
17626,flotrack,2018,14,145737,like
17627,flotrack,2018,14,145333,like
17628,flotrack,2018,14,145330,like
17629,glossier,2018,14,145317,like
17630,flotrack,2018,14,145228,like
17631,flotrack,2018,14,140846,like
17632,flotrack,2018,0,3715,like
17633,milesplit,2018,0,3704,like
17634,tomholland2013,2018,0,3620,like
17635,sarahall3,2018,0,2411,like
17636,shawnmendes,2018,0,2400,like
17637,oliviabynature,2018,0,2341,like
17638,nikeportlandxc,2018,0,2246,like
17639,allie_ostrander,2018,0,2234,like
17640,jonahmarais,2018,0,2229,like
17641,flotrack,2018,0,2220,like
17642,flotrack,2018,0,1804,like
17643,nikeportlandxc,2018,0,839,like
17644,lmwallace800,2018,0,721,like
17645,kaiagerber,2018,0,34,like
17646,alexipappas,2018,23,235949,like
17647,alicewright139,2018,23,235926,like
17648,jessicaclements,2018,23,233318,like
17649,tumblermemes,2018,23,232954,like
17650,dyestat,2018,23,231035,like
17651,emilyweiss,2018,23,231025,like
17652,esgractivists,2018,23,231008,like
17653,bellas_2nd2nd_account,2018,20,203608,like
17654,issykeyclub,2018,18,180350,like
17655,angryasianfeminist,2018,23,234220,like
17656,alicewright139,2018,21,211740,like
17657,hummusmem3s,2018,21,211737,like
17658,mshswildcats,2018,18,182113,like
17659,voyageclementine,2018,13,130856,like
17660,cascade_kian,2018,13,130837,like
17661,amberunz,2018,0,148,like
17662,katiamlucas,2018,20,201550,like
17663,bellas_2nd2nd_account,2018,23,232627,like
17664,milesplit,2018,19,193312,like
17665,hoenest.memes,2018,18,182514,like
17666,flotrack,2018,16,165548,like
17667,camk_9800,2018,16,162514,like
17668,sarahbcoz,2018,2,25702,like
17669,mshswildcats,2018,2,20142,like
17670,fitnesssaunders,2018,1,10455,like
17671,fitnesssaunders,2018,21,212904,like
17672,nessafraser,2018,21,212856,like
17673,kaiagerber,2018,20,203341,like
17674,amberunz,2018,20,203338,like
17675,corbynbesson,2018,20,203331,like
17676,mad.mell,2018,19,193351,like
17677,sspamtrashh,2018,18,184536,like
17678,goqueengo,2018,18,184449,like
17679,milesplit,2018,18,182416,like
17680,flotrack,2018,18,182038,like
17681,milesplit,2018,16,161849,like
17682,milesplit,2018,16,161822,like
17683,carlylame,2018,16,161615,like
17684,nikeportlandxc,2018,16,161541,like
17685,katierains_17,2018,16,161530,like
17686,mountsikeyclub,2018,16,161105,like
17687,mshswildcats,2018,15,155839,like
17688,wiaawa,2018,23,231349,like
17689,mshswildcats,2018,20,205504,like
17690,siriusdamage,2018,16,165932,like
17691,jessicaclements,2018,15,155323,like
17692,mshswildcats,2018,15,155321,like
17693,flotrack,2018,2,24922,like
17694,jonahmarais,2018,2,24813,like
17695,taylor.griffin16,2018,3,35613,like
17696,flotrack,2018,2,24014,like
17697,bellas_2nd2nd_account,2018,2,23929,like
17698,mshswildcats,2018,2,23924,like
17699,emmawise18,2018,2,23914,like
17700,mountsikeyclub,2018,23,235108,like
17701,lmwallace800,2018,22,225909,like
17702,gael_de_coninck,2018,22,225858,like
17703,mshswildcats,2018,22,225854,like
17704,flotrack,2018,22,225651,like
17705,emmacoburn,2018,22,225556,like
17706,mad.mell,2018,21,215453,like
17707,mshschoirmemes,2018,21,215445,like
17708,flotrack,2018,3,34851,like
17709,milesplit,2018,3,34350,like
17710,mshswildcats,2018,19,193614,like
17711,maggie.mitchell,2018,13,130556,like
17712,paul.talens,2018,3,35858,like
17713,milesplit,2018,2,23828,like
17714,maddie.nowicki,2018,2,23623,like
17715,taylor.griffin16,2018,2,23606,like
17716,namelessashlyn,2018,21,210007,like
17717,issykeyclub,2018,19,191034,like
17718,nikeportlandxc,2018,18,181156,like
17719,taylor.griffin16,2018,18,181130,like
17720,naomymattaa,2018,5,54929,like
17721,hagerannie,2018,5,54914,like
17722,memegirlclub,2018,21,213921,like
17723,mshschoirmemes,2018,21,212947,like
17724,maybeitsmaybelllllllline,2018,4,45955,like
17725,briana.noland,2018,3,31853,like
17726,dyestat,2018,23,231433,like
17727,mshswildcats,2018,23,231137,like
17728,nikeportlandxc,2018,22,222610,like
17729,jennabrandt,2018,4,43111,like
17730,maggie.mitchell,2018,3,34755,like
17731,nikeportlandxc,2018,0,4612,like
17732,dyestat,2018,0,4339,like
17733,flotrack,2018,19,191523,like
17734,kamalaharris,2018,19,191216,like
17735,carolineheberttt,2018,19,190511,like
17736,nikeportlandxc,2018,18,184707,like
17737,nikeportlandxc,2018,6,65542,like
17738,mshswildcats,2018,6,65511,like
17739,mshswildcats,2018,6,65454,like
17740,kamalaharris,2018,0,3437,like
17741,gonzagatfxc,2018,0,3237,like
17742,flotrack,2018,20,200629,like
17743,shawnmendes,2018,15,152536,like
17744,taylorswift,2018,14,144211,like
17745,wiaawa,2018,19,193457,like
17746,mshswildcats,2018,19,193453,like
17747,mshswildcats,2018,19,193452,like
17748,runnerspace,2018,5,53930,like
17749,mshswildcats,2018,5,53524,like
17750,karisjochen,2018,22,221642,like
17751,robinbone,2018,22,221610,like
17752,dyestat,2018,21,213938,like
17753,aishapraughtleer,2018,21,213936,like
17754,corymcgeeruns,2018,21,213921,like
17755,alexipappas,2018,21,213918,like
17756,aishapraughtleer,2018,21,213914,like
17757,emmacoburn,2018,21,213904,like
17758,susankrumins,2018,21,213900,like
17759,hummusmem3s,2018,21,213852,like
17760,usatf,2018,21,213819,like
17761,trackjenny,2018,21,213753,like
17762,saigemschuller,2018,21,213745,like
17763,steeple_squigs,2018,20,205052,like
17764,tomholland2013,2018,20,201418,like
17765,lilyjcollins,2018,20,200836,like
17766,nikeportlandxc,2018,20,200821,like
17767,shawnmendes,2018,19,190148,like
17768,bowermantc,2018,16,163257,like
17769,mollyhuddle,2018,16,163248,like
17770,flotrack,2018,16,163243,like
17771,memegirlclub,2018,14,144733,like
17772,grace.charlotte.lord,2018,3,30040,like
17773,hagerannie,2018,3,30036,like
17774,pnwdivision28,2018,4,40415,like
17775,carlylame,2018,1,15644,like
17776,mshswildcats,2018,0,945,like
17777,wiaawa,2018,17,174215,like
17778,sammy.kremer,2018,17,174109,like
17779,cassjarchow,2018,17,174047,like
17780,wiaawa,2018,23,231801,like
17781,wiaawa,2018,23,231757,like
17782,mshswildcats,2018,23,231745,like
17783,hannah_wask,2018,23,231725,like
17784,lauren.holf14,2018,23,230935,like
17785,wiaawa,2018,20,204842,like
17786,wiaawa,2018,17,174912,like
17787,stoleitfromtumblr,2018,17,174507,like
17788,courtneyfrerichs,2018,17,171642,like
17789,ryanhall3,2018,17,171632,like
17790,steeple_squigs,2018,15,155018,like
17791,aishapraughtleer,2018,2,23407,like
17792,kamalaharris,2018,2,23404,like
17793,usatf,2018,2,23402,like
17794,emilyinfeld,2018,2,23355,like
17795,ryanhall3,2018,2,23349,like
17796,bellas_2nd2nd_account,2018,2,23319,like
17797,wiaawa,2018,0,1847,like
17798,mshswildcats,2018,0,853,like
17799,amberunz,2018,17,173945,like
17800,mshswildcats,2018,17,173917,like
17801,amberunz,2018,0,5157,like
17802,nikeportlandxc,2018,21,214252,like
17803,tomholland2013,2018,14,143633,like
17804,mountsikeyclub,2018,4,45805,like
17805,milesplit,2018,3,32014,like
17806,grace.charlotte.lord,2018,3,31902,like
17807,mshswildcats,2018,3,31748,like
17808,ohwaittumblr,2018,20,205522,like
17809,thedisappointingexperience,2018,20,205434,like
17810,jessicaclements,2018,16,161106,like
17811,mshswildcats,2018,15,154347,like
17812,nikeportlandxc,2018,14,144354,like
17813,issykeyclub,2018,4,41117,like
17814,mshswildcats,2018,19,191420,like
17815,mshswildcats,2018,19,191408,like
17816,wiaawa,2018,1,13832,like
17817,memegirlclub,2018,20,203149,like
17818,taylorswift,2018,14,142252,like
17819,ainsley9_,2018,4,44541,like
17820,mountsikeyclub,2018,3,32923,like
17821,rosabateman,2018,1,10047,like
17822,memegirlclub,2018,22,224756,like
17823,hannahsg_7,2018,22,224518,like
17824,aryiafarnworth,2018,22,224507,like
17825,gael_de_coninck,2018,22,224409,like
17826,memegirlclub,2018,16,163207,like
17827,carlylame,2018,22,221402,like
17828,glossier,2018,14,143009,like
17829,gael_de_coninck,2018,19,191625,like
17830,flotrack,2018,15,153233,like
17831,pancake.snake,2018,4,44707,like
17832,salinamizuki,2018,2,20829,like
17833,carolineheberttt,2018,1,11517,like
17834,addiekaess,2018,1,11410,like
17835,memegirlclub,2018,22,224351,like
17836,rachel.sands27,2018,22,223435,like
17837,maggie.mitchell,2018,20,202100,like
17838,nikeportlandxc,2018,20,202034,like
17839,mshswildcats,2018,19,192013,like
17840,j.gardner11,2018,19,191927,like
17841,jacquelinefrimodt,2018,19,191914,like
17842,maddie.nowicki,2018,19,191913,like
17843,emilyydann,2018,19,191911,like
17844,skylarrosee,2018,19,191906,like
17845,jaedinscoones2,2018,19,191902,like
17846,mary.beth00,2018,19,191858,like
17847,torigarciia,2018,19,191840,like
17848,tteanna,2018,1,14929,like
17849,gabibleha,2018,1,14907,like
17850,hagerannie,2018,1,14826,like
17851,jennyymccall,2018,1,13914,like
17852,emily.shadel,2018,1,13814,like
17853,corbin.moore8,2018,1,12817,like
17854,mad.mell,2018,23,231635,like
17855,namelessashlyn,2018,22,223604,like
17856,alex_constantin_,2018,22,223134,like
17857,emily.bunting,2018,22,220604,like
17858,izzyyy.smithhh,2018,21,211349,like
17859,laura.anderson22,2018,21,211041,like
17860,kassi.winter,2018,20,202750,like
17861,megan.simpson,2018,20,202713,like
17862,milesplit,2018,20,202707,like
17863,carlylame,2018,20,202632,like
17864,briana.noland,2018,18,184833,like
17865,corbynbesson,2018,17,175350,like
17866,taylorswift,2018,16,163512,like
17867,nikeportlandxc,2018,16,163433,like
17868,mshswildcats,2018,7,74543,like
17869,hannah_wask,2018,7,74446,like
17870,lauren.bennetts,2018,7,74438,like
17871,emily.bunting,2018,1,13400,like
17872,hannah_wask,2018,2,21847,like
17873,mountsikeyclub,2018,2,21840,like
17874,girlbosseslovemilfs,2018,20,204040,like
17875,addiekaess,2018,14,144444,like
17876,spencer.sprague,2018,14,144405,like
17877,alexipappas,2018,0,4350,like
17878,memegirlclub,2018,0,2653,like
17879,memegirlclub,2018,0,2446,like
17880,mshswildcats,2018,0,803,like
17881,demetriusharmon,2018,2,24106,like
17882,pnwdivision28,2018,2,24054,like
17883,memegirlclub,2018,0,2902,like
17884,foulkroan,2018,23,231034,like
17885,paradiseicedtea,2018,23,230953,like
17886,uncreativeseaurchin,2018,23,230154,like
17887,kaiagerber,2018,22,220039,like
17888,nikeportlandxc,2018,21,215956,like
17889,mshswildcats,2018,18,180326,like
17890,montanagriztf,2018,16,161459,like
17891,usatf,2018,0,417,like
17892,usatf,2018,23,233833,like
17893,nikeportlandxc,2018,23,230518,like
17894,katierains_17,2018,23,230504,like
17895,fitnesssaunders,2018,19,192944,like
17896,gonzagatfxc,2018,19,192623,like
17897,joe.waskom,2018,14,142120,like
17898,shawnmendes,2018,0,5,like
17899,nikeportlandxc,2018,18,181558,like
17900,mshswildcats,2018,18,181549,like
17901,maddieziegler,2018,14,142805,like
17902,hagerannie,2018,14,142735,like
17903,fitnesssaunders,2018,14,142720,like
17904,hannahsg_7,2018,5,53232,like
17905,montanagriztf,2018,5,53153,like
17906,meliamaling,2018,5,53135,like
17907,makena.noelle,2018,1,13339,like
17908,katierains_17,2018,1,13308,like
17909,fitnesssaunders,2018,22,221007,like
17910,kamalaharris,2018,18,180353,like
17911,lissyduncs,2018,5,54957,like
17912,emily.bunting,2018,5,54945,like
17913,nikeportlandxc,2018,4,40007,like
17914,thisisnotjillian,2018,3,35832,like
17915,cascade_kian,2018,3,35814,like
17916,carolineheberttt,2018,3,35756,like
17917,fitnesssaunders,2018,3,35712,like
17918,racin__grayson,2018,1,15724,like
17919,milesplit,2018,1,15642,like
17920,mayanataros,2018,1,15539,like
17921,eleanor_fulton,2018,1,15458,like
17922,nikeportlandxc,2018,1,15445,like
17923,namelessashlyn,2018,1,13715,like
17924,fitnesssaunders,2018,1,13714,like
17925,wiaawa,2018,19,190250,like
17926,hannah_wask,2018,19,190128,like
17927,salinamizuki,2018,4,40444,like
17928,torigarciia,2018,4,40336,like
17929,morgan.wood39,2018,17,174047,like
17930,nerdy_and_bookish,2018,6,60424,like
17931,fromtumblrwithlove,2018,6,60320,like
17932,_taarra_,2018,22,220610,like
17933,wiaawa,2018,5,53008,like
17934,arianna.joi,2018,5,52859,like
17935,maddieziegler,2018,2,22243,like
17936,alicewright139,2018,2,22232,like
17937,salinamizuki,2018,2,22130,like
17938,jessicaclements,2018,21,210706,like
17939,hannah_wask,2018,21,210702,like
17940,nessafraser,2018,20,201343,like
17941,hummusmem3s,2018,17,170100,like
17942,bowermantc,2018,17,170007,like
17943,bellas_2nd2nd_account,2018,16,165949,like
17944,apchemmeems,2018,5,52717,like
17945,hannah_wask,2018,22,225616,like
17946,hagerannie,2018,19,194259,like
17947,apchemmeems,2018,21,212420,like
17948,dinobandits,2018,5,50841,like
17949,emma.purdy_,2018,4,45706,like
17950,courtneyfrerichs,2018,3,32233,like
17951,runnerspace,2018,19,195304,like
17952,jonahmarais,2018,19,195253,like
17953,kamalaharris,2018,19,195248,like
17954,mayanataros,2018,19,195204,like
17955,mshswildcats,2018,19,195104,like
17956,nikeportlandxc,2018,15,153439,like
17957,karisjochen,2018,18,184253,like
17958,camillebuscomb,2018,5,52722,like
17959,thisisnotjillian,2018,5,52718,like
17960,paul.talens,2018,5,52409,like
17961,oliviaobrien,2018,1,15154,like
17962,mayanataros,2018,1,15143,like
17963,kamalaharris,2018,1,15139,like
17964,emily.shadel,2018,1,12659,like
17965,runnerspace,2018,1,12649,like
17966,nikeportlandxc,2018,20,204237,like
17967,fitnesssaunders,2018,20,204214,like
17968,runnerspace,2018,16,160856,like
17969,taylorswift,2018,14,145304,like
17970,amberunz,2018,3,35011,like
17971,nikeportlandxc,2018,3,35001,like
17972,mollyhuddle,2018,0,1612,like
17973,lmwallace800,2018,17,171224,like
17974,corymcgeeruns,2018,1,11926,like
17975,kamalaharris,2018,23,231917,like
17976,flotrack,2018,23,230025,like
17977,camillebuscomb,2018,22,225603,like
17978,nikeportlandxc,2018,22,225500,like
17979,fitnesssaunders,2018,22,225453,like
17980,mshswildcats,2018,22,225401,like
17981,apchemmeems,2018,22,225313,like
17982,bellas_2nd2nd_account,2018,14,144846,like
17983,hannah_wask,2018,5,55025,like
17984,hummusmem3s,2018,0,800,like
17985,maddieziegler,2018,23,232727,like
17986,nikeportlandxc,2018,23,232721,like
17987,emilyinfeld,2018,23,232603,like
17988,nessafraser,2018,23,230656,like
17989,nikeportlandxc,2018,19,191248,like
17990,issykeyclub,2018,16,163111,like
17991,sydney.masciarelli,2018,16,163034,like
17992,ifyouhigh,2018,21,212239,like
17993,kamalaharris,2018,20,204752,like
17994,elliethumann,2018,20,204551,like
17995,milesplit,2018,20,204510,like
17996,flotrack,2018,20,204438,like
17997,hummusmem3s,2018,20,204243,like
17998,flotrack,2018,20,204222,like
17999,nessafraser,2018,20,204020,like
18000,hannahsg_7,2018,19,195401,like
18001,carolineheberttt,2018,19,195347,like
18002,apchemmeems,2018,19,192023,like
18003,fastcarrie,2018,17,172409,like
18004,nikeportlandxc,2018,17,172322,like
18005,salinamizuki,2018,17,172231,like
18006,gabibleha,2018,0,2315,like
18007,shawnmendes,2018,19,194425,like
18008,shawnmendes,2018,19,191939,like
18009,steeple_squigs,2018,19,191929,like
18010,milesplit,2018,19,191929,like
18011,nikeportlandxc,2018,19,191926,like
18012,lauren.bennetts,2018,14,140559,like
18013,flotrack,2018,1,15620,like
18014,mountsikeyclub,2018,23,233004,like
18015,mshswildcats,2018,23,231443,like
18016,allie_ostrander,2018,19,194537,like
18017,flotrack,2018,18,180551,like
18018,nikeportlandxc,2018,14,145617,like
18019,jordanhasay,2018,4,45556,like
18020,fitnesssaunders,2018,4,45548,like
18021,jesstonn,2018,2,22538,like
18022,flotrack,2018,21,213928,like
18023,nikeportlandxc,2018,21,213921,like
18024,ellhegs,2018,15,152556,like
18025,bellas_2nd2nd_account,2018,4,43637,like
18026,dyestat,2018,0,5925,like
18027,emily.shadel,2018,0,2652,like
18028,fitnesssaunders,2018,0,2309,like
18029,nikeportlandxc,2018,0,1801,like
18030,ainsley9_,2018,5,50048,like
18031,mollyhuddle,2018,20,204847,like
18032,nikeportlandxc,2018,20,204748,like
18033,susankrumins,2018,19,190856,like
18034,fitnesssaunders,2018,15,152631,like
18035,mshswildcats,2018,5,53610,like
18036,steeple_squigs,2018,4,42700,like
18037,courtneyfrerichs,2018,4,42640,like
18038,flotrack,2018,4,42600,like
18039,mad.mell,2018,4,42514,like
18040,elliethumann,2018,2,25805,like
18041,ryanhall3,2018,2,25720,like
18042,madyreed5,2018,2,25655,like
18043,hagerannie,2018,2,25650,like
18044,julia.davidsmith,2018,1,13258,like
18045,nikeportlandxc,2018,1,13255,like
18046,josie_demerit,2018,1,13204,like
18047,nikeportlandxc,2018,18,181915,like
18048,fitnesssaunders,2018,1,13315,like
18049,nikeportlandxc,2018,1,13304,like
18050,katelyntuohy,2018,1,13135,like
18051,mshswildcats,2018,1,12830,like
18052,em_sisson_,2018,0,925,like
18053,flotrack,2018,23,235742,like
18054,dyestat,2018,23,235726,like
18055,binchcity,2018,20,203730,like
18056,milesplit,2018,20,203357,like
18057,milesplit,2018,20,203347,like
18058,milesplit,2018,20,203337,like
18059,nikeportlandxc,2018,20,203333,like
18060,dyestat,2018,18,184853,like
18061,nikeportlandxc,2018,18,184653,like
18062,mshschoirmemes,2018,17,175735,like
18063,nikeportlandxc,2018,17,175715,like
18064,gael_de_coninck,2018,17,175711,like
18065,kamalaharris,2018,23,233223,like
18066,shawnmendes,2018,18,181651,like
18067,maddieziegler,2018,15,152731,like
18068,fitnesssaunders,2018,15,152723,like
18069,nikeportlandxc,2018,15,152646,like
18070,lissyduncs,2018,1,10809,like
18071,alexipappas,2018,0,5857,like
18072,flotrack,2018,0,3920,like
18073,_bellamariani.music,2018,23,232600,like
18074,dyestat,2018,0,1836,like
18075,cascade_kian,2018,20,204825,like
18076,thisisnotjillian,2018,4,43031,like
18077,elsiedombek,2018,4,40332,like
18078,mshswildcats,2018,4,40248,like
18079,tristansmothers,2018,4,40205,like
18080,memegirlclub,2018,18,184905,like
18081,nikeportlandxc,2018,18,184824,like
18082,makena.noelle,2018,18,184730,like
18083,sammy.markley,2018,18,184725,like
18084,carmodance,2018,1,15130,like
18085,flotrack,2018,1,13440,like
18086,fitnesssaunders,2018,1,11347,like
18087,hagerannie,2018,5,52700,like
18088,uwtrack,2018,2,25710,like
18089,maggie.mitchell,2018,2,25647,like
18090,nikeportlandxc,2018,2,25224,like
18091,katierains_17,2018,19,193032,like
18092,memegirlclub,2018,18,184610,like
18093,nikeportlandxc,2018,4,45616,like
18094,taylorswift,2018,4,44333,like
18095,nikeportlandxc,2018,4,43656,like
18096,gwleidyddiaeth,2018,21,214929,like
18097,ohwaittumblr,2018,21,214759,like
18098,alyx.barlament,2018,19,194421,like
18099,nikeportlandxc,2018,19,190652,like
18100,katiamlucas,2018,19,190620,like
18101,mayanataros,2018,19,190615,like
18102,elsiedombek,2018,19,190538,like
18103,gabibleha,2018,19,190425,like
18104,nikeportlandxc,2018,20,200157,like
18105,uwtrack,2018,20,200127,like
18106,nikeportlandxc,2018,20,200037,like
18107,mshswildcats,2018,19,195927,like
18108,dyestat,2018,6,62435,like
18109,flotrack,2018,6,62420,like
18110,mountsikeyclub,2018,3,33843,like
18111,flotrack,2018,23,234341,like
18112,corymcgeeruns,2018,23,234222,like
18113,rosabateman,2018,17,173936,like
18114,nikeportlandxc,2018,22,225710,like
18115,barackobama,2018,19,195129,like
18116,rowanblanchard,2018,14,140302,like
18117,meetmayacat,2019,16,162740,like
18118,meetmayacat,2019,5,55816,like
18119,smushofficial,2019,5,55747,like
18120,meetmayacat,2019,5,55700,like
18121,meetmayacat,2019,5,55534,like
18122,nikeportlandxc,2019,5,51237,like
18123,torigarciia,2019,5,51225,like
18124,gabibleha,2019,3,31250,like
18125,hagerannie,2019,22,221704,like
18126,thisisnotjillian,2019,22,221700,like
18127,mad.mell,2019,22,221638,like
18128,maybels.pictures,2019,22,221537,like
18129,bellas_2nd2nd_account,2019,22,221449,like
18130,hagerannie,2019,21,213744,like
18131,wiaawa,2019,21,213739,like
18132,smushofficial,2019,19,192300,like
18133,hannah_wask,2019,4,43540,like
18134,elle.p22,2019,4,43518,like
18135,katiamlucas,2019,4,43505,like
18136,mshswildcats,2019,4,43439,like
18137,mshswildcats,2019,4,43414,like
18138,mountsijournalism,2019,2,21812,like
18139,flotrack,2019,18,184421,like
18140,camillebuscomb,2019,15,153503,like
18141,follettkb,2019,15,153449,like
18142,mshswildcats,2019,15,152726,like
18143,runnerspace,2019,20,201439,like
18144,westh66,2019,18,180740,like
18145,milesplit,2019,16,163451,like
18146,runnerspace,2019,16,163319,like
18147,mshswildcats,2019,16,163130,like
18148,mountsijournalism,2019,16,161934,like
18149,hannah_townley,2019,23,233209,like
18150,nikeportlandxc,2019,22,225637,like
18151,glossier,2019,22,224905,like
18152,mshswildcats,2019,17,173839,like
18153,torigarciia,2019,2,20817,like
18154,olivia_fraser,2019,2,20703,like
18155,ellhegs,2019,2,20327,like
18156,paul.talens,2019,21,214326,like
18157,mshswildcats,2019,1,11030,like
18158,mshswildcats,2019,1,11017,like
18159,courtneyfrerichs,2019,6,60321,like
18160,mshswildcats,2019,6,60311,like
18161,mshswildcats,2019,6,60238,like
18162,mad.mell,2019,6,60147,like
18163,emilyinfeld,2019,0,4511,like
18164,kaiagerber,2019,0,4349,like
18165,usatf,2019,21,215934,like
18166,mountsikeyclub,2019,20,203302,like
18167,demetriusharmon,2019,20,202757,like
18168,mountsijournalism,2019,20,202729,like
18169,wiaawa,2019,19,191306,like
18170,mountsijournalism,2019,16,165337,like
18171,gabibleha,2019,1,10620,like
18172,sarahbcoz,2019,16,163048,like
18173,nikeportlandxc,2019,16,163040,like
18174,fastkate,2019,4,44922,like
18175,mygglow,2019,4,44858,like
18176,tteanna,2019,4,44702,like
18177,nikeportlandxc,2019,4,44657,like
18178,rosabateman,2019,4,44643,like
18179,milesplit,2019,3,34939,like
18180,hummusmem3s,2019,20,200339,like
18181,gwenjorgensen,2019,17,172308,like
18182,robinbone,2019,0,4833,like
18183,steeple_squigs,2019,23,232829,like
18184,kate.m.fleming,2019,20,202636,like
18185,milesplit,2019,20,201455,like
18186,_bellamariani.music,2019,4,45818,like
18187,racin__grayson,2019,21,211613,like
18188,nikeportlandxc,2019,21,210504,like
18189,fitnesssaunders,2019,20,200742,like
18190,elle.p22,2019,19,191248,like
18191,hannah_wask,2019,19,191223,like
18192,fitnesssaunders,2019,19,191219,like
18193,mountsikeyclub,2019,15,154037,like
18194,follettkb,2019,23,235501,like
18195,madyreed5,2019,23,235440,like
18196,nikeportlandxc,2019,23,234938,like
18197,brad.ley.smith,2019,7,70935,like
18198,carlylame,2019,5,51128,like
18199,oliviabynature,2019,22,220751,like
18200,flotrack,2019,21,212832,like
18201,glossier,2019,21,212803,like
18202,runnerspace,2019,21,212654,like
18203,dyestat,2019,21,212507,like
18204,runnerspace,2019,21,212457,like
18205,eleanor_fulton,2019,21,212437,like
18206,mountsijournalism,2019,21,212422,like
18207,milesplit,2019,21,212252,like
18208,hummusmem3s,2019,3,35438,like
18209,dyestat,2019,3,33155,like
18210,eleanor_fulton,2019,3,33136,like
18211,kaiagerber,2019,3,33132,like
18212,runnerspace,2019,20,205537,like
18213,oh.so.feminist,2019,18,185058,like
18214,runnerspace,2019,15,153945,like
18215,hannah_wask,2019,15,153926,like
18216,flotrack,2019,3,30550,like
18217,flotrack,2019,3,30507,like
18218,alicewright139,2019,3,30451,like
18219,summerferguson,2019,21,212626,like
18220,oliviabynature,2019,20,201729,like
18221,nikeportlandxc,2019,19,191231,like
18222,karisjochen,2019,19,191227,like
18223,susankrumins,2019,15,152443,like
18224,flotrack,2019,5,51855,like
18225,flotrack,2019,5,51754,like
18226,thisisnotjillian,2019,2,25323,like
18227,mountsikeyclub,2019,22,225543,like
18228,isabellaanderssonn,2019,22,224213,like
18229,fitnesssaunders,2019,14,144204,like
18230,jessicaclements,2019,21,215529,like
18231,flotrack,2019,21,215516,like
18232,runnerspace,2019,21,215422,like
18233,nikeportlandxc,2019,21,215419,like
18234,spencer.sprague,2019,18,184336,like
18235,joe.waskom,2019,18,184331,like
18236,milesplit,2019,3,30113,like
18237,itsonlythursday,2019,2,23636,like
18238,singing_textposts,2019,2,23439,like
18239,introverthumor,2019,2,23213,like
18240,cranksideoftumblr,2019,2,22946,like
18241,naz_elite,2019,2,21212,like
18242,citiusmag,2019,2,21152,like
18243,dyestat,2019,2,20638,like
18244,namelessashlyn,2019,2,20558,like
18245,nikeportlandxc,2019,2,20547,like
18246,lexi.winter,2019,2,20541,like
18247,milesplit,2019,21,215847,like
18248,milesplit,2019,21,215836,like
18249,flotrack,2019,21,215620,like
